Comments,Class
"আমিও একসময় ভিডিও কাজ করতাম বিয়ে সহ সামাজিক অনুষ্ঠানে যার প্রতি ফলন পরে দেখলাম এক মেয়ে এসে কথা বলতেই প্রেমে পরে গেলাম, যাক নাটকটি অনেক ভালো লাগলো ধন্যবাদ আপনাদের এতো সুন্দর নাটকটি উপহার দেবার জন্য ❤️💚",0
"অপূর্ব ভাই আর নিহারীকা নিহার মন দুয়ারী,মেঘ বালিকা'র পর এটাই সেরা নাটক নাটক ১০০% গেরান্টি দিতে পারি।",0
"অসাধারণ ছিলো পুরো নাটকটি। অসংখ্য ধন্যবাদ নাটকটির সকল কলাকৌশলীদের।  আমি বরাবরই তাঞ্জিন তিশা'র উপর, ইভেন এই নাটকটির উপরও।",0
মিলি বাসার আন্টি সহ বাকি অন্যান্য সবাই তোমায় ছুঁয়ে দারুন অভিনয় ইয়াশ রোহান ভাই এবং তানজিন তিশা আপু সাথে অসাধারণ অভিনয় করেছেন ধন্যবাদ 🖤,0
গল্পটা খুবই দারুন অসাধারণ হয়েছে তবে শেষের অংশটা খুবই কষ্টদায়ক😢😢😢😢 শেষে একটা মিল হলে আরো ভালো হতো❤,0
ইয়াস রোহানের নাটক বরাবরই ভালো লাগে সাথে তানজিম তিশার সাথে জুটি বেঁধে অভিনয় করছে মনে হয়নি,0
"তাদেরকে মূল্যায়ন করা দরকার,, এটা হয়তো ছোট, কিন্তু যারা বানাইছে তারা সরকারি উদ্যোগ আর অর্থ সহায়তা পেলে বড় ও আরো বেশি আধুনিক ড্রোন বানাতে সক্ষম হবে",0
পরীক্ষা মুলকভাবে ইসরাইলে পাঠাইয়া পরীক্ষা করা যাক🙂,0
ক্ষুদ্র ক্ষুদ্র উদ্যোগ একসময় সমৃদ্ধ করবে,0
প্রশংসার দাবিদার ছোট থেকে বড় কিছু লক্ষ্য অর্জন করা যায়।,0
"একটা জিনিস,, তৌরি করলে,, এতো তাড়াতাড়ি অনলাইনে আনা কি দরকার,,",0
বানানোই আগেই পাবলিক পেছনে লেগে পরেছে নিজেরা কিছু করবে না অন্যের দোষ খুজবে,0
"ডিজাইন টা অনেক আধুনিক,ভারটিক্যাল টেকঅফ আর ল্যান্ড করতে পারবে,যা সামরিক ক্ষেত্রে কৌশলগত সুবিধা দিবে,,,,সরকারের সুদৃষ্টি আশা করছি",0
